instance_name,time_to_first_node,dual_bound_at_root,primal_bound_at_root,first_primal_bound,final_gap,primal_bound,dual_bound,number_of_nodes,timelimit,total_time,cg_iterations_total,cg_iterations_root
at62_ftv44,,6.0,,6.0,0.0,6.0,6.0,1,,2352.04,59,59
t62_st70,,,,,,,,,,,277,277
at62_ftv35,45.8s,6.0,6.0,6.0,0.0,6.0,6.0,1,,45.81,26,26
t62_gr24,0.9s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.93,34,34
t84_gr48,29.5s,8.0,8.0,8.0,0.0,8.0,8.0,1,,29.49,46,46
at84_ftv64,,10.0,,10.0,0.0,10.0,10.0,1,,155.2,49,49
at84_ft70,,,,,,,,,,,82,82
t84_gr24,0.1s,7.0,7.0,7.0,0.0,7.0,7.0,1,,0.14,13,13
t84_kroD100,,,,,,,,,,,100,100
t84_fri26,0.2s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.22,14,14
t84_bays29,0.2s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.21,17,17
at62_p43,,,,,,,,,,,1,1
t62_gr96,,,,,,,,,,,187,187
at62_kro124p,,,,,,,,,,,227,227
at62_ftv38,81.3s,6.0,6.0,6.0,0.0,6.0,6.0,1,,81.35,58,58
t62_berlin52,,,,,,,,,,,303,303
t62_kroE100,,,,,,,,,,,418,418
at84_kro124p,,,,,,,,,,,85,85
t84_pr76,,,,,,,,,,,81,81
at62_ftv47,,6.0,,6.0,0.0,6.0,6.0,1,,3026.49,54,54
t84_st70,,9.0,,9.0,0.0,9.0,9.0,1,,569.8,68,68
at84_ftv38,4.9s,9.0,9.0,9.0,0.0,9.0,9.0,1,,4.87,21,21
at84_ftv35,0.5s,9.0,9.0,9.0,0.0,9.0,9.0,1,,0.48,20,20
t84_eil76,,,,,,,,,,,64,64
t62_kroB100,,,,,,,,,,,259,259
t62_eil51,,,,,,,,,,,48,48
t84_rat99,,,,,,,,,,,134,134
t84_swiss42,5.4s,9.0,9.0,9.0,0.0,9.0,9.0,1,,5.4,33,33
t62_att48,,,,,,,,,,,69,69
t84_kroB100,,,,,,,,,,,141,141
t84_ulysses16,0.1s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.14,16,16
at84_ftv55,24.0s,9.0,9.0,9.0,0.0,9.0,9.0,1,,24.04,46,46
t62_brazil58,,,,,,,,,,,293,293
t62_fri26,2.6s,6.0,6.0,6.0,0.0,6.0,6.0,1,,2.63,29,29
at84_ftv44,3.3s,9.0,9.0,9.0,0.0,9.0,9.0,1,,3.3,34,34
at84_ft53,,8.0,,8.0,0.0,8.0,8.0,1,,1222.45,46,46
t84_kroE100,,,,,,,,,,,154,154
t62_kroC100,,,,,,,,,,,427,427
at62_br17,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.09,5,5
t84_rd100,,,,,,,,,,,125,125
t84_att48,64.0s,8.0,8.0,8.0,0.0,8.0,8.0,1,,64.04,27,27
t84_bayg29,0.2s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.17,13,13
at84_br17,0.1s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.09,3,3
t62_kroD100,,,,,,,,,,,288,288
at62_ftv55,,6.0,,6.0,0.0,6.0,6.0,1,,5980.28,67,67
t84_berlin52,,,,,,,,,,,55,55
t84_kroA100,,,,,,,,,,,135,135
t62_rat99,,,,,,,,,,,312,312
t62_ulysses22,0.8s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.82,30,30
at62_ftv33,10.8s,7.0,7.0,7.0,0.0,7.0,7.0,1,,10.78,32,32
at62_ry48p,,,,,,,,,,,50,50
t84_kroC100,,,,,,,,,,,115,115
t84_burma14,0.1s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.08,5,5
t62_eil76,,,,,,,,,,,108,108
at84_ftv70,,9.0,,9.0,0.0,9.0,9.0,1,,767.37,55,55
t84_hk48,10.6s,9.0,9.0,9.0,0.0,9.0,9.0,1,,10.59,31,31
t62_swiss42,,6.0,,6.0,0.0,6.0,6.0,1,,1068.21,77,77
t62_pr76,,,,,,,,,,,608,608
at62_ftv64,,,,,,,,,,,85,85
at84_ftv33,0.2s,9.0,9.0,9.0,0.0,9.0,9.0,1,,0.24,10,10
t62_rd100,,,,,,,,,,,284,284
t84_ulysses22,0.3s,7.0,7.0,7.0,0.0,7.0,7.0,1,,0.25,13,13
at84_ry48p,,8.0,,8.0,0.0,8.0,8.0,1,,116.23,31,31
t62_gr48,,6.0,,6.0,0.0,6.0,6.0,1,,2983.92,73,73
t62_burma14,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.11,13,13
t84_gr17,0.1s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.12,13,13
t84_eil51,34.6s,8.0,9.0,9.0,0.0,9.0,9.0,5,,82.3,63,45
t62_bays29,1.5s,6.0,6.0,6.0,0.0,6.0,6.0,1,,1.51,28,28
t84_gr96,,,,,,,,,,,146,146
t84_gr21,0.1s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.11,10,10
t62_gr21,0.4s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.37,17,17
t62_kroA100,,,,,,,,,,,556,556
t84_dantzig42,2.5s,9.0,9.0,9.0,0.0,9.0,9.0,1,,2.54,23,23
t62_bayg29,5.2s,5.0,5.0,5.0,0.0,5.0,5.0,1,,5.16,20,20
t84_brazil58,,,,,,,,,,,112,112
at84_ftv47,3.4s,8.0,8.0,8.0,0.0,8.0,8.0,1,,3.4,23,23
t62_ulysses16,0.1s,4.0,4.0,4.0,0.0,4.0,4.0,1,,0.14,13,13
at62_ft53,,,,,,,,,,,40,40
t62_gr17,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.13,14,14
at62_ftv70,,,,,,,,,,,90,90
at62_ft70,,,,,,,,,,,190,190
at84_p43,,,,,,,,,,,3,3
t62_dantzig42,75.4s,6.0,7.0,7.0,0.0,6.0,6.0,41,,1017.75,370,55
t62_hk48,,,,,,,,,,,97,97
