instance_name,time_to_first_node,dual_bound_at_root,primal_bound_at_root,first_primal_bound,final_gap,primal_bound,dual_bound,number_of_nodes,timelimit,total_time,cg_iterations_total,cg_iterations_root
t84_ulysses16,0.1s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.12,14,14
at84_ftv55,9.0s,9.0,9.0,9.0,0.0,9.0,9.0,1,,9.02,40,40
t62_brazil58,,,,,,,,,,,403,403
t62_fri26,0.9s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.93,39,39
at84_ftv44,0.7s,9.0,9.0,9.0,0.0,9.0,9.0,1,,0.68,28,28
at84_ft53,38.4s,8.0,8.0,8.0,0.0,8.0,8.0,1,,38.35,45,45
t84_kroE100,,,,,,,,,,,119,119
t62_kroC100,,,,,,,,,,,425,425
at62_br17,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.07,5,5
t84_rd100,,,,,,,,,,,152,152
t84_att48,13.9s,8.0,8.0,8.0,0.0,8.0,8.0,1,,13.94,38,38
t84_bayg29,0.1s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.12,12,12
at84_br17,0.1s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.09,3,3
t62_kroD100,,,,,,,,,,,436,436
at62_ftv55,,6.0,,6.0,0.0,6.0,6.0,1,,1078.62,77,77
t84_berlin52,,,,,,,,,,,70,70
t84_kroA100,,,,,,,,,,,150,150
t62_rat99,,,,,,,,,,,289,289
t62_ulysses22,0.3s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.32,25,25
at62_ftv33,0.9s,7.0,7.0,7.0,0.0,7.0,7.0,1,,0.88,32,32
at62_ry48p,,,,,,,,,,,56,56
t84_kroC100,,,,,,,,,,,165,165
t84_burma14,0.1s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.06,5,5
t62_eil76,,,,,,,,,,,186,186
at84_ftv70,,9.0,,9.0,0.0,9.0,9.0,1,,248.24,59,59
t84_hk48,3.2s,9.0,9.0,9.0,0.0,9.0,9.0,1,,3.23,45,45
t62_swiss42,85.7s,6.0,6.0,6.0,0.0,6.0,6.0,1,,85.67,50,50
t62_pr76,,,,,,,,,,,1161,1161
at62_ftv64,,,,,,,,,,,74,74
at84_ftv33,0.1s,9.0,9.0,9.0,0.0,9.0,9.0,1,,0.14,10,10
t62_rd100,,,,,,,,,,,334,334
t84_ulysses22,0.1s,7.0,7.0,7.0,0.0,7.0,7.0,1,,0.13,12,12
at84_ry48p,8.9s,8.0,8.0,8.0,0.0,8.0,8.0,1,,8.87,46,46
t62_gr48,,6.0,,6.0,0.0,6.0,6.0,1,,148.93,64,64
t62_burma14,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.1,12,12
t84_gr17,0.1s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.1,12,12
t84_eil51,7.3s,8.0,9.0,9.0,12.50,9.0,8.0,1,,,48,48
t62_bays29,0.7s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.72,32,32
t84_gr96,,,,,,,,,,,141,141
t84_gr21,0.1s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.12,10,10
t62_gr21,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.14,15,15
t62_kroA100,,,,,,,,,,,498,498
t84_dantzig42,0.9s,9.0,9.0,9.0,0.0,9.0,9.0,1,,0.88,21,21
t62_bayg29,1.3s,5.0,5.0,5.0,0.0,5.0,5.0,1,,1.29,20,20
t84_brazil58,,1.0,,8.0,700.0,8.0,1.0,1,,7487.85,66,66
at84_ftv47,1.0s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.97,19,19
t62_ulysses16,0.1s,4.0,4.0,4.0,0.0,4.0,4.0,1,,0.12,12,12
at62_ft53,,,,,,,,,,,63,63
t62_gr17,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.11,13,13
at62_ftv70,,,,,,,,,,,110,110
at62_ft70,,,,,,,,,,,191,191
at84_p43,3.0s,2.0,2.0,2.0,0.0,2.0,2.0,1,,3.02,14,14
t62_dantzig42,13.4s,6.0,7.0,7.0,16.67,7.0,6.0,1,,,57,57
t62_hk48,,,,,,,,,,,100,100
