instance_name,time_to_first_node,dual_bound_at_root,primal_bound_at_root,first_primal_bound,final_gap,primal_bound,dual_bound,number_of_nodes,timelimit,total_time,cg_iterations_total,cg_iterations_root
at62_ftv44,94.1s,6.0,6.0,6.0,0.0,6.0,6.0,1,,94.09,67,67
t62_st70,,,,,,,,,,,179,179
at62_ftv35,3.8s,6.0,6.0,6.0,0.0,6.0,6.0,1,,3.83,24,24
t62_gr24,0.5s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.46,33,33
t84_gr48,3.4s,8.0,8.0,8.0,0.0,8.0,8.0,1,,3.41,47,47
at84_ftv64,20.0s,10.0,10.0,10.0,0.0,10.0,10.0,1,,20.01,45,45
at84_ft70,,,,,,,,,,,88,88
t84_gr24,0.1s,7.0,7.0,7.0,0.0,7.0,7.0,1,,0.12,11,11
t84_kroD100,,,,,,,,,,,137,137
t84_fri26,0.1s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.13,16,16
t84_bays29,0.2s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.15,16,16
at62_p43,,1.0,,1.0,0.0,1.0,1.0,1,,293.57,1,1
t62_gr96,,,,,,,,,,,245,245
at62_kro124p,,,,,,,,,,,232,232
at62_ftv38,12.6s,6.0,6.0,6.0,0.0,6.0,6.0,1,,12.59,50,50
t62_berlin52,,,,,,,,,,,113,113
t62_kroE100,,,,,,,,,,,509,509
at84_kro124p,,,,,,,,,,,103,103
t84_pr76,,9.0,,9.0,0.0,9.0,9.0,1,,1336.67,87,87
at62_ftv47,,6.0,,6.0,0.0,6.0,6.0,1,,202.2,47,47
t84_st70,43.9s,9.0,9.0,9.0,0.0,9.0,9.0,1,,43.88,64,64
at84_ftv38,1.0s,9.0,9.0,9.0,0.0,9.0,9.0,1,,1.01,26,26
at84_ftv35,0.3s,9.0,9.0,9.0,0.0,9.0,9.0,1,,0.35,17,17
t84_eil76,,8.0,,10.0,25.0,10.0,8.0,6,,7422.8,91,71
t62_kroB100,,,,,,,,,,,197,197
t62_eil51,,6.0,,6.0,0.0,6.0,6.0,1,,1250.04,57,57
t84_rat99,,,,,,,,,,,116,116
t84_swiss42,1.1s,9.0,9.0,9.0,0.0,9.0,9.0,1,,1.1,29,29
t62_att48,,,,,,,,,,,74,74
t84_kroB100,,,,,,,,,,,129,129
t84_ulysses16,0.1s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.11,15,15
at84_ftv55,7.7s,9.0,9.0,9.0,0.0,9.0,9.0,1,,7.68,41,41
t62_brazil58,,,,,,,,,,,232,232
t62_fri26,0.7s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.7,34,34
at84_ftv44,0.8s,9.0,9.0,9.0,0.0,9.0,9.0,1,,0.82,37,37
at84_ft53,37.6s,8.0,8.0,8.0,0.0,8.0,8.0,1,,37.56,51,51
t84_kroE100,,,,,,,,,,,114,114
t62_kroC100,,,,,,,,,,,537,537
at62_br17,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.09,5,5
t84_rd100,,,,,,,,,,,139,139
t84_att48,23.3s,8.0,8.0,8.0,0.0,8.0,8.0,1,,23.26,37,37
t84_bayg29,0.1s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.13,14,14
at84_br17,0.1s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.09,3,3
t62_kroD100,,,,,,,,,,,402,402
at62_ftv55,,6.0,,6.0,0.0,6.0,6.0,1,,477.58,67,67
t84_berlin52,,,,,,,,,,,58,58
t84_kroA100,,,,,,,,,,,167,167
t62_rat99,,,,,,,,,,,257,257
t62_ulysses22,0.3s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.32,27,27
at62_ftv33,1.5s,7.0,7.0,7.0,0.0,7.0,7.0,1,,1.47,32,32
at62_ry48p,,,,,,,,,,,68,68
t84_kroC100,,,,,,,,,,,145,145
t84_burma14,0.0s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.05,5,5
t62_eil76,,,,,,,,,,,195,195
at84_ftv70,,9.0,,9.0,0.0,9.0,9.0,1,,158.15,61,61
t84_hk48,4.0s,9.0,9.0,9.0,0.0,9.0,9.0,1,,3.97,31,31
t62_swiss42,74.4s,6.0,6.0,6.0,0.0,6.0,6.0,1,,74.44,63,63
t62_pr76,,,,,,,,,,,674,674
at62_ftv64,,,,,,,,,,,86,86
at84_ftv33,0.1s,9.0,9.0,9.0,0.0,9.0,9.0,1,,0.14,10,10
t62_rd100,,,,,,,,,,,338,338
t84_ulysses22,0.1s,7.0,7.0,7.0,0.0,7.0,7.0,1,,0.11,12,12
at84_ry48p,6.9s,8.0,8.0,8.0,0.0,8.0,8.0,1,,6.91,37,37
t62_gr48,,6.0,,6.0,0.0,6.0,6.0,1,,170.61,53,53
t62_burma14,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.11,11,11
t84_gr17,0.1s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.12,12,12
t84_eil51,6.2s,8.0,9.0,9.0,0.0,9.0,9.0,5,,15.03,63,42
t62_bays29,0.8s,6.0,6.0,6.0,0.0,6.0,6.0,1,,0.78,35,35
t84_gr96,,,,,,,,,,,150,150
t84_gr21,0.1s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.1,10,10
t62_gr21,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.14,15,15
t62_kroA100,,,,,,,,,,,794,794
t84_dantzig42,0.9s,9.0,9.0,9.0,0.0,9.0,9.0,1,,0.86,20,20
t62_bayg29,1.2s,5.0,5.0,5.0,0.0,5.0,5.0,1,,1.19,19,19
t84_brazil58,,8.0,,8.0,0.0,8.0,8.0,1,,4164.37,97,97
at84_ftv47,1.0s,8.0,8.0,8.0,0.0,8.0,8.0,1,,0.98,33,33
t62_ulysses16,0.1s,4.0,4.0,4.0,0.0,4.0,4.0,1,,0.1,12,12
at62_ft53,,,,,,,,,,,56,56
t62_gr17,0.1s,5.0,5.0,5.0,0.0,5.0,5.0,1,,0.07,13,13
at62_ftv70,,,,,,,,,,,105,105
at62_ft70,,,,,,,,,,,205,205
at84_p43,2.9s,2.0,2.0,2.0,0.0,2.0,2.0,1,,2.88,14,14
t62_dantzig42,15.3s,6.0,7.0,7.0,0.0,6.0,6.0,41,,133.92,315,53
t62_hk48,,,,,,,,,,,111,111
